transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T105623,2023-01-15T04:27:49.838532,ACC489723,ACC461963,1694.51,deposit,other,Berlin,web,False,,,1.45,11,0.84,card,36.248.239.43,D9554170
T105624,2023-07-21T17:18:18.732735,ACC363819,ACC723403,16.21,transfer,grocery,Tokyo,web,False,,,2.38,3,0.28,card,247.124.49.51,D8416607
T105625,2023-05-09T08:21:11.210993,ACC878996,ACC651639,314.16,withdrawal,entertainment,Dubai,pos,False,,,-1.06,9,0.96,card,222.229.215.108,D5960625
T105626,2023-07-09T09:30:37.436491,ACC450114,ACC363248,297.4,payment,entertainment,Tokyo,web,False,,,0.59,11,0.94,card,114.255.18.183,D8150473
T105627,2023-06-27T20:00:40.110758,ACC160471,ACC263914,747.81,deposit,utilities,Sydney,pos,False,,,1.57,8,0.24,ACH,69.83.224.29,D9596431
T105628,2023-11-18T01:08:26.046907,ACC687408,ACC689326,85.04,payment,retail,Berlin,atm,False,,,-0.53,2,0.89,wire_transfer,237.242.99.115,D5866888
T105629,2023-05-08T20:24:23.568999,ACC440341,ACC332681,56.91,transfer,online,Toronto,pos,False,,,1.31,18,0.84,ACH,7.178.22.163,D3626784
T105630,2023-11-19T00:10:24.868719,ACC531783,ACC530099,94.12,payment,online,Toronto,pos,False,,,0.12,19,0.21,wire_transfer,125.239.158.22,D1494917
T105631,2023-08-19T15:14:22.492993,ACC772567,ACC334447,330.72,withdrawal,grocery,Sydney,atm,False,,,0.02,8,0.95,card,117.126.96.242,D8844606
T105632,2023-04-10T19:44:59.561769,ACC380706,ACC279414,15.82,transfer,travel,Singapore,pos,False,,,-0.91,11,0.54,wire_transfer,129.209.63.42,D7516247
T105633,2023-05-01T11:47:04.619585,ACC960008,ACC941123,45.18,payment,utilities,Dubai,mobile,False,,,0.44,6,0.26,wire_transfer,230.173.46.224,D1764864
T105634,2023-05-18T11:53:06.865127,ACC704867,ACC480030,149.95,withdrawal,other,Dubai,mobile,False,,,-0.44,6,0.63,UPI,206.223.129.89,D8141893
T105635,2023-09-10T02:56:49.471593,ACC173895,ACC708499,13.37,payment,online,Tokyo,mobile,False,,,0.61,13,0.42,ACH,122.160.0.163,D9027411
T105636,2023-01-02T14:47:14.378799,ACC894923,ACC209803,206.73,payment,other,Dubai,pos,False,,,-0.38,8,0.2,ACH,106.122.182.223,D3715765
T105637,2023-06-28T14:47:27.056778,ACC321467,ACC592277,1587.13,deposit,travel,London,web,False,,,1.2,13,0.0,card,180.152.15.221,D9534971
T105638,2023-03-06T11:09:04.706885,ACC783513,ACC852187,730.03,deposit,travel,London,web,False,,,-0.59,12,0.73,wire_transfer,43.69.225.98,D5656679
T105639,2023-07-05T15:54:24.949560,ACC773076,ACC702785,6.39,transfer,other,London,atm,False,,,-0.17,8,0.61,UPI,14.6.100.169,D6845971
T105640,2023-10-20T02:19:08.563613,ACC756469,ACC696268,58.51,payment,retail,Dubai,atm,False,,,0.98,16,0.24,card,104.86.243.214,D2582817
T105641,2023-12-22T16:56:32.189114,ACC198411,ACC649829,353.54,withdrawal,utilities,Dubai,atm,False,,,0.57,5,0.86,wire_transfer,120.40.215.154,D6969725
T105642,2023-03-25T08:14:47.561462,ACC556244,ACC214768,34.71,transfer,travel,New York,mobile,False,,,-3.04,12,0.94,ACH,255.40.50.211,D9331977
T105643,2023-02-05T13:26:41.764434,ACC236380,ACC278151,4.25,payment,restaurant,Sydney,mobile,False,,,0.2,19,0.32,card,231.160.209.171,D5988187
T105644,2023-02-23T22:28:00.104785,ACC494302,ACC563634,1528.06,deposit,entertainment,Sydney,atm,False,,,0.12,11,0.86,wire_transfer,75.14.217.8,D9200222
T105645,2023-07-05T01:02:50.717786,ACC810717,ACC632960,20.55,withdrawal,utilities,Tokyo,atm,False,,,1.19,17,0.97,ACH,44.69.96.213,D3654459
T105646,2023-08-02T18:38:40.842929,ACC327286,ACC672055,469.18,withdrawal,other,Singapore,pos,False,,,0.79,11,0.88,UPI,118.178.244.132,D5153827
T105647,2023-03-31T18:44:14.005524,ACC833509,ACC459051,1586.54,deposit,utilities,Singapore,pos,False,,,2.54,1,0.95,ACH,13.236.148.53,D9446623
T105648,2023-07-03T09:36:47.748348,ACC515734,ACC523969,187.5,withdrawal,travel,Berlin,pos,False,,,-0.39,8,0.67,UPI,26.126.149.138,D7498944
T105649,2023-06-18T23:43:00.212047,ACC238754,ACC940192,45.53,payment,online,New York,pos,False,,,1.44,2,0.26,UPI,24.100.106.149,D4172408
T105650,2023-10-09T01:16:12.392521,ACC555126,ACC749154,1037.35,deposit,utilities,Toronto,atm,False,,,-0.04,15,0.91,UPI,26.4.222.60,D3479528
T105651,2023-03-04T03:22:09.452780,ACC687335,ACC743385,1131.8,deposit,utilities,Tokyo,pos,False,,,0.4,3,0.01,ACH,127.25.209.82,D7326748
T105652,2023-08-21T02:57:39.608249,ACC735904,ACC255938,536.53,withdrawal,travel,London,web,False,,,-0.88,12,0.34,ACH,99.241.106.164,D8996799
T105653,2023-08-07T18:20:31.210806,ACC840624,ACC747682,73.9,payment,utilities,Sydney,pos,False,,,0.63,20,0.1,ACH,174.70.58.130,D8632136
T105654,2023-07-27T00:44:24.746371,ACC736105,ACC705953,663.75,withdrawal,online,Berlin,web,False,,,0.28,18,0.37,card,133.232.79.191,D5225136
T105655,2023-10-13T19:37:19.611355,ACC230257,ACC945877,69.37,transfer,restaurant,Toronto,pos,False,,,-2.09,19,0.48,card,13.150.50.5,D3611048
T105656,2023-08-04T11:16:17.717716,ACC651468,ACC888955,1905.28,deposit,travel,Sydney,mobile,False,,,-1.55,19,0.27,UPI,104.33.33.2,D1604112
T105657,2023-11-20T20:12:45.567852,ACC804008,ACC126411,4.79,transfer,other,Berlin,pos,False,,,-2.06,8,0.82,UPI,228.50.143.20,D7620320
T105658,2023-01-27T22:44:15.715404,ACC401133,ACC356021,225.24,withdrawal,entertainment,New York,web,False,,,1.98,10,0.04,ACH,61.127.252.84,D9139617
T105659,2023-09-16T19:29:34.526741,ACC876067,ACC358318,1694.82,deposit,travel,Toronto,mobile,False,,,-1.29,14,0.81,ACH,186.53.121.11,D8263536
T105660,2023-06-22T15:57:30.167235,ACC950964,ACC318863,84.24,withdrawal,grocery,Berlin,atm,False,,,0.06,10,0.44,UPI,56.84.158.16,D7545789
T105661,2023-09-07T18:51:35.335232,ACC727721,ACC803832,312.26,withdrawal,other,Toronto,atm,False,,,0.38,9,0.49,card,251.246.126.87,D1941289
T105662,2023-07-04T12:42:46.684832,ACC669419,ACC824583,38.66,transfer,travel,Sydney,pos,False,,,-1.42,16,0.12,wire_transfer,206.215.131.97,D7915673
T105663,2023-07-24T16:17:57.405079,ACC640776,ACC170491,1217.08,deposit,other,Berlin,mobile,False,,,-0.43,11,0.16,card,40.168.211.93,D9358378
T105664,2023-12-04T01:31:03.836930,ACC317779,ACC174200,544.04,withdrawal,utilities,Sydney,web,False,,,-1.51,13,0.65,ACH,212.164.26.125,D1211099
T105665,2023-01-25T05:35:50.079457,ACC453561,ACC119180,11.46,payment,other,Berlin,mobile,False,,,1.35,11,0.67,wire_transfer,252.229.58.135,D4575025
T105666,2023-08-19T06:37:08.261740,ACC826683,ACC554061,1248.49,deposit,other,London,atm,False,,,0.1,13,0.31,card,150.207.65.240,D5418295
T105667,2023-01-26T15:25:01.191270,ACC735864,ACC609229,70.69,transfer,online,Dubai,web,False,,,-0.33,14,0.78,wire_transfer,30.182.236.160,D3733023
T105668,2023-01-02T04:01:00.457802,ACC895299,ACC424875,4.37,payment,utilities,London,mobile,False,,,-0.1,18,0.09,ACH,78.5.54.220,D1381515
T105669,2023-06-23T23:03:38.983658,ACC503489,ACC455923,624.57,deposit,online,Sydney,mobile,False,,,0.7,14,0.54,ACH,0.207.230.82,D3643612
T105670,2023-05-11T14:07:19.923731,ACC296015,ACC357345,841.04,deposit,entertainment,London,mobile,False,,,0.39,10,0.15,UPI,250.95.165.32,D7693429
T105671,2023-01-15T19:49:47.970118,ACC723850,ACC953175,110.0,payment,grocery,Singapore,pos,False,,,0.89,13,0.93,card,107.178.141.122,D5215756
T105672,2023-06-10T09:29:26.849854,ACC806239,ACC421616,1066.31,deposit,restaurant,Singapore,mobile,False,,,1.06,3,0.84,card,234.17.247.201,D4230239
T105673,2023-03-10T23:29:06.005012,ACC256009,ACC319029,70.33,payment,utilities,Tokyo,web,False,,,-0.51,4,0.88,wire_transfer,79.117.164.153,D5946140
T105674,2023-09-10T21:08:43.357654,ACC401121,ACC111582,45.06,payment,utilities,Tokyo,web,False,,,-1.53,13,0.55,card,89.242.1.209,D7134086
T105675,2023-12-05T11:26:20.261098,ACC270546,ACC170799,162.35,withdrawal,online,New York,mobile,False,,,0.67,2,0.56,UPI,114.40.243.138,D3294905
T105676,2023-10-21T00:18:34.551551,ACC398837,ACC655920,1152.26,deposit,online,Berlin,atm,False,,,0.51,12,0.72,wire_transfer,149.39.63.165,D7080625
T105677,2023-05-27T20:02:23.057696,ACC548694,ACC206010,1745.53,deposit,entertainment,Berlin,atm,False,,,0.91,19,0.05,UPI,0.192.176.167,D5211329
T105678,2023-05-11T20:12:01.165764,ACC503405,ACC883901,332.46,withdrawal,utilities,Toronto,web,False,,,0.9,11,0.58,wire_transfer,95.195.49.26,D6320883
T105679,2023-08-23T23:32:37.100849,ACC240411,ACC457371,1127.6,deposit,online,Dubai,mobile,False,,,-0.54,13,0.91,ACH,86.209.162.63,D7412102
T105680,2023-03-26T08:28:33.289628,ACC316779,ACC602407,323.67,withdrawal,entertainment,Berlin,atm,False,,,0.17,1,0.0,ACH,130.252.214.204,D5277898
T105681,2023-12-16T12:04:05.715482,ACC932587,ACC264341,82.0,payment,retail,Singapore,web,False,,,-0.29,19,0.05,card,167.84.110.112,D7408677
T105682,2023-03-11T06:15:29.138452,ACC367207,ACC451975,24.38,transfer,online,London,atm,False,,,0.38,11,0.1,ACH,200.254.161.250,D9279906
T105683,2023-06-07T07:24:03.134051,ACC379792,ACC858911,1385.66,deposit,grocery,Tokyo,mobile,False,,,0.84,1,0.63,card,4.219.64.63,D3889514
T105684,2023-03-19T07:13:46.265127,ACC652639,ACC546458,112.83,withdrawal,online,Berlin,pos,False,,,0.68,17,0.81,ACH,30.154.142.173,D4051950
T105685,2023-05-31T11:08:25.079430,ACC989797,ACC389928,14.92,transfer,other,New York,web,False,,,0.41,20,0.12,UPI,159.5.131.22,D7239793
T105686,2023-04-07T04:27:09.232322,ACC608250,ACC333126,660.83,withdrawal,grocery,Toronto,mobile,False,,,1.27,12,0.22,wire_transfer,151.244.212.88,D4574301
T105687,2023-05-24T02:12:57.644202,ACC646344,ACC637840,114.89,withdrawal,online,New York,pos,False,,,-0.89,8,0.32,card,241.195.209.151,D5128026
T105688,2023-04-30T11:30:28.971869,ACC919265,ACC474989,4.89,deposit,utilities,Sydney,pos,False,,,-0.6,20,0.39,wire_transfer,231.235.241.116,D8658881
T105689,2023-01-25T23:41:46.451553,ACC292300,ACC841822,28.58,payment,utilities,Berlin,mobile,False,,,-0.4,14,0.14,card,244.225.72.235,D2473736
T105690,2023-01-24T11:10:01.391924,ACC441276,ACC767502,13.34,payment,grocery,Singapore,mobile,False,,,-0.65,11,0.05,ACH,106.124.60.129,D1465942
T105691,2023-06-24T08:56:07.661767,ACC903843,ACC108294,697.55,deposit,online,Berlin,web,False,,,0.29,5,0.04,UPI,90.55.85.113,D1377236
T105692,2023-08-02T05:56:06.827337,ACC546985,ACC216047,66.79,withdrawal,retail,Toronto,web,False,,,-1.48,13,0.67,card,121.117.187.102,D7397273
T105693,2023-07-13T04:20:40.489968,ACC836974,ACC308684,1468.99,deposit,entertainment,Sydney,mobile,False,,,1.34,11,0.49,UPI,112.220.150.1,D4325813
T105694,2023-01-10T03:32:03.025067,ACC615647,ACC436850,1403.58,deposit,travel,Singapore,atm,False,,,-0.35,20,0.82,wire_transfer,7.149.250.196,D8246579
T105695,2023-03-21T22:12:47.700695,ACC476801,ACC823449,38.03,payment,restaurant,Tokyo,atm,False,,,0.78,13,0.2,ACH,26.142.102.140,D3223414
T105696,2024-01-01T08:54:39.822939,ACC466004,ACC566877,23.61,payment,online,Dubai,mobile,False,,,0.19,14,0.65,ACH,54.162.197.225,D9254691
T105697,2023-03-13T08:12:40.810890,ACC677444,ACC392322,470.13,withdrawal,entertainment,Sydney,pos,False,,,0.0,2,0.38,ACH,74.11.175.191,D5929357
T105698,2023-09-01T02:39:18.861937,ACC174194,ACC264371,55.83,transfer,entertainment,Sydney,web,False,,,0.49,10,0.1,card,86.207.16.106,D6588769
T105699,2023-11-23T21:11:24.051211,ACC289751,ACC437733,17.01,transfer,restaurant,New York,mobile,False,,,-0.41,5,0.39,ACH,152.248.110.131,D9066559
T105700,2023-01-12T22:53:17.164864,ACC786624,ACC399213,32.66,payment,restaurant,Berlin,mobile,False,,,-0.43,12,0.37,ACH,87.230.101.195,D7619068
T105701,2023-03-08T09:26:35.239207,ACC628349,ACC778956,739.22,deposit,travel,New York,web,False,,,-1.19,15,0.69,card,250.14.145.47,D9841790
T105702,2023-09-05T10:57:29.880595,ACC560859,ACC671759,148.69,payment,utilities,New York,pos,False,,,-0.97,19,0.46,card,111.46.154.122,D6314843
T105703,2023-11-28T06:05:28.508552,ACC861169,ACC724311,73.54,payment,utilities,Berlin,atm,False,,,-0.15,3,0.34,card,187.75.130.45,D6841455
T105704,2023-09-24T19:34:26.876818,ACC726128,ACC276910,63.19,transfer,restaurant,Berlin,mobile,False,,,1.24,13,0.36,ACH,66.120.57.137,D5783513
T105705,2023-12-22T01:21:41.655591,ACC299975,ACC293316,53.97,transfer,restaurant,Singapore,mobile,False,,,2.03,11,0.19,card,104.241.161.58,D3814671
T105706,2023-02-26T17:23:32.158486,ACC699893,ACC483165,199.69,withdrawal,restaurant,Dubai,atm,False,,,1.75,14,0.85,UPI,149.45.23.136,D9459691
T105707,2023-05-20T15:33:35.241604,ACC518953,ACC459790,83.93,payment,travel,Sydney,pos,False,,,0.71,16,0.18,wire_transfer,202.114.0.63,D3156774
T105708,2023-10-01T03:32:50.948204,ACC185823,ACC717693,52.42,payment,other,Berlin,pos,False,,,0.55,13,0.21,card,224.94.245.103,D1194354
T105709,2023-10-24T13:47:28.309223,ACC406682,ACC132515,7.54,transfer,retail,Singapore,mobile,False,,,-0.1,3,0.46,wire_transfer,227.174.40.204,D2303332
T105710,2023-01-12T10:19:44.008999,ACC608017,ACC768999,13.5,payment,restaurant,Berlin,web,False,,,0.56,17,0.09,UPI,22.246.73.124,D7924125
T105711,2023-06-16T07:19:40.047350,ACC834255,ACC836869,1071.04,deposit,entertainment,New York,pos,False,,,0.36,19,0.49,wire_transfer,99.81.53.138,D2895260
T105712,2023-07-20T19:55:40.692475,ACC807732,ACC668030,26.79,transfer,utilities,Singapore,mobile,False,,,-0.82,1,0.24,card,226.94.95.126,D5663364
T105713,2023-03-05T23:25:20.463253,ACC195847,ACC946217,50.54,transfer,grocery,Berlin,mobile,False,,,0.03,15,0.13,card,71.107.215.179,D8455194
T105714,2023-10-10T23:12:43.770710,ACC717141,ACC208763,20.22,transfer,online,Toronto,pos,False,,,-0.52,14,0.84,wire_transfer,128.89.55.246,D3562393
T105715,2023-05-13T06:25:44.891626,ACC872377,ACC948788,376.61,deposit,travel,Sydney,pos,False,,,-0.38,5,0.44,card,120.12.169.99,D7929035
T105716,2023-02-17T06:44:29.883678,ACC559317,ACC622361,381.9,deposit,utilities,Toronto,web,False,,,-1.57,19,0.35,card,149.200.199.77,D3610417
T105717,2023-11-15T07:56:30.123522,ACC439567,ACC685844,829.16,deposit,other,Berlin,pos,False,,,-0.71,13,0.08,wire_transfer,231.132.25.245,D5357156
T105718,2023-08-13T03:56:17.248693,ACC175953,ACC897726,1842.79,deposit,restaurant,Toronto,web,False,,,0.92,20,0.86,card,224.98.204.148,D4826347
T105719,2023-10-17T14:34:01.406893,ACC129252,ACC777629,52.06,payment,retail,London,web,False,,,-0.18,1,0.64,wire_transfer,20.215.199.40,D1119148
T105720,2023-11-21T15:10:13.629886,ACC868626,ACC823104,315.33,payment,restaurant,New York,atm,False,,,-1.39,2,0.79,ACH,3.154.157.85,D2463315
T105721,2023-12-10T05:05:06.971760,ACC222367,ACC231816,1103.29,deposit,utilities,Dubai,web,False,,,-0.69,11,0.75,UPI,112.105.192.170,D8106270
T105722,2023-04-17T19:47:24.961437,ACC693955,ACC363092,537.77,withdrawal,retail,Singapore,atm,False,,,0.54,6,0.24,wire_transfer,124.67.143.42,D6442351
T105723,2023-09-04T21:52:00.670712,ACC678304,ACC141980,104.87,payment,entertainment,Toronto,pos,False,,,0.69,1,0.49,card,165.8.60.3,D6569082
T105724,2023-01-29T21:53:30.441303,ACC895474,ACC917337,23.83,transfer,travel,London,web,False,,,0.01,1,0.31,card,47.187.65.70,D9841914
T105725,2023-02-24T08:01:24.640832,ACC475971,ACC588860,156.54,payment,retail,Tokyo,mobile,False,,,-0.82,4,0.61,UPI,188.215.14.176,D3218113
T105726,2023-07-06T15:20:46.211697,ACC775581,ACC839343,112.16,payment,entertainment,Toronto,atm,False,,,-0.78,14,0.93,card,209.43.16.26,D8679769
T105727,2023-02-27T02:51:25.149156,ACC998183,ACC932599,12.36,transfer,restaurant,Tokyo,mobile,False,,,-2.28,5,0.1,ACH,168.189.207.98,D2789708
T105728,2023-09-03T23:17:48.437961,ACC374025,ACC798016,1242.03,deposit,grocery,Toronto,pos,False,,,0.97,15,0.33,wire_transfer,223.82.194.59,D5831788
T105729,2023-03-06T00:51:50.336222,ACC776791,ACC710087,139.54,withdrawal,other,London,mobile,False,,,-0.63,19,0.96,UPI,207.228.161.172,D9695484
T105730,2023-04-01T13:10:46.844864,ACC183786,ACC158987,433.5,deposit,entertainment,Berlin,atm,False,,,0.3,10,0.64,ACH,46.59.221.166,D9778554
T105731,2023-08-21T03:00:35.736094,ACC876930,ACC894840,173.41,payment,retail,New York,pos,False,,,-0.63,13,0.41,wire_transfer,56.115.31.103,D1393526
T105732,2023-09-24T05:47:03.687275,ACC501573,ACC252847,343.23,withdrawal,travel,Berlin,atm,False,,,0.76,5,0.67,card,191.240.206.6,D2158576
T105733,2023-09-13T08:08:01.662081,ACC879054,ACC875668,907.78,deposit,utilities,Berlin,mobile,False,,,-0.18,15,0.66,wire_transfer,184.54.185.113,D4362550
T105734,2023-06-25T02:30:09.376102,ACC485892,ACC184852,414.47,withdrawal,utilities,Dubai,web,False,,,-0.62,5,0.7,UPI,173.242.101.61,D3166064
T105735,2023-05-15T21:53:42.497973,ACC333874,ACC384893,1254.44,deposit,restaurant,Berlin,web,False,,,0.87,6,0.42,card,77.222.205.169,D1359864
T105736,2023-11-01T02:47:48.134124,ACC970670,ACC606288,370.24,withdrawal,retail,New York,mobile,False,,,0.41,3,0.47,UPI,67.77.7.44,D1177241
T105737,2023-08-19T04:15:28.898632,ACC281749,ACC640550,249.24,withdrawal,travel,London,mobile,False,,,1.18,7,0.61,card,236.149.242.78,D7246871
T105738,2023-06-09T06:00:05.648708,ACC544056,ACC786834,7.38,transfer,other,London,web,False,,,0.61,5,0.92,card,215.54.3.92,D9466918
T105739,2023-10-18T09:00:47.647524,ACC700193,ACC549883,1097.11,deposit,online,London,pos,False,,,-1.68,18,0.21,wire_transfer,95.103.16.203,D9522835
T105740,2023-01-28T12:21:59.351685,ACC867847,ACC631952,134.95,payment,travel,London,mobile,False,,,-0.64,14,0.83,ACH,50.71.71.199,D1604371
T105741,2023-09-06T18:47:04.700918,ACC199626,ACC401561,521.15,withdrawal,grocery,Toronto,pos,False,,,0.96,3,0.3,wire_transfer,93.115.32.102,D6055607
T105742,2023-03-02T18:59:02.693699,ACC967376,ACC308307,515.74,withdrawal,utilities,New York,pos,False,,,1.08,12,0.21,UPI,255.138.238.142,D7364959
T105743,2023-04-19T15:44:32.939219,ACC302408,ACC115668,70.02,transfer,restaurant,Sydney,mobile,False,,,-0.31,4,0.16,ACH,74.108.170.130,D7604356
T105744,2023-12-04T11:36:20.198343,ACC790212,ACC532277,779.27,deposit,travel,Sydney,mobile,False,,,0.14,19,0.71,ACH,69.113.179.228,D2765841
T105745,2023-10-20T20:06:23.330231,ACC766153,ACC296855,340.67,withdrawal,travel,Dubai,pos,False,,,1.16,20,0.01,wire_transfer,91.17.251.4,D9805864
T105746,2023-05-24T07:40:54.143856,ACC702894,ACC448405,349.35,deposit,grocery,Berlin,mobile,False,,,3.02,12,0.7,UPI,184.162.252.226,D6885634
T105747,2023-04-22T12:40:21.318903,ACC689495,ACC227654,108.17,payment,retail,Singapore,mobile,False,,,-0.09,6,0.75,UPI,181.208.209.98,D8178828
T105748,2023-03-08T04:43:29.095180,ACC478372,ACC384559,68.04,withdrawal,retail,Sydney,mobile,False,,,-0.05,15,0.08,UPI,73.241.0.137,D4474249
T105749,2023-09-01T18:31:01.290462,ACC500607,ACC968003,10.46,transfer,travel,London,pos,False,,,-0.82,9,0.29,UPI,143.18.62.123,D7382428
T105750,2023-02-01T02:11:01.385377,ACC582774,ACC432737,1719.55,deposit,travel,New York,mobile,False,,,0.51,18,0.21,card,225.19.76.178,D7844642
T105751,2023-12-14T18:04:38.295629,ACC249585,ACC832862,744.37,withdrawal,restaurant,Dubai,web,False,,,0.22,10,0.22,card,177.27.29.171,D5611440
T105752,2023-01-26T02:40:20.373819,ACC507711,ACC432986,95.27,payment,travel,Tokyo,mobile,False,,,0.5,7,0.88,wire_transfer,247.41.116.77,D1380048
T105753,2023-08-08T02:43:51.538424,ACC957646,ACC502343,69.43,payment,travel,Tokyo,pos,False,,,0.17,3,0.85,ACH,187.201.243.51,D8905164
T105754,2023-09-12T21:23:35.621319,ACC236099,ACC537995,35.33,payment,entertainment,London,atm,False,,,-0.66,10,0.72,wire_transfer,167.18.86.207,D3056089
T105755,2023-12-12T13:21:18.049028,ACC646432,ACC537398,476.74,deposit,online,London,web,False,,,-0.91,15,0.07,wire_transfer,205.47.99.231,D7948261
T105756,2023-11-14T23:08:28.785554,ACC973965,ACC409149,30.45,transfer,restaurant,Singapore,web,False,,,-1.38,13,0.35,UPI,61.62.245.199,D4271681
T105757,2023-07-27T11:10:00.794011,ACC609677,ACC726069,399.53,withdrawal,utilities,Berlin,atm,False,,,-0.5,6,0.66,card,190.197.83.209,D4544949
T105758,2023-07-14T14:24:47.450698,ACC947201,ACC498843,451.51,withdrawal,other,Berlin,web,False,,,1.66,15,0.24,card,230.152.88.150,D6192201
T105759,2023-10-13T19:58:45.253884,ACC546685,ACC413572,1334.72,deposit,other,Sydney,mobile,False,,,0.15,5,0.44,UPI,112.22.172.238,D7540999
T105760,2023-04-24T14:47:38.188859,ACC678364,ACC570390,188.54,withdrawal,utilities,Sydney,pos,False,,,0.81,9,0.27,ACH,232.84.87.113,D2674878
T105761,2023-12-04T23:29:08.403029,ACC297304,ACC108141,12.5,transfer,retail,New York,atm,False,,,1.35,6,0.74,card,132.212.96.168,D1338647
T105762,2023-04-20T02:47:32.206001,ACC305569,ACC556703,14.55,transfer,retail,Berlin,atm,False,,,-0.64,6,0.01,ACH,214.39.115.195,D3352059
T105763,2023-05-27T14:17:55.807868,ACC667711,ACC346490,15.69,transfer,entertainment,Sydney,mobile,False,,,0.26,2,0.0,ACH,179.138.45.114,D7242073
T105764,2023-11-16T01:04:58.158669,ACC232009,ACC956269,0.01,withdrawal,travel,New York,atm,False,,,0.16,20,0.1,card,249.200.171.239,D5978177
T105765,2023-02-13T07:51:18.270097,ACC139345,ACC297188,948.51,deposit,other,London,mobile,False,,,-0.21,15,0.66,card,249.72.78.119,D9620050
T105766,2023-05-02T17:16:05.676426,ACC976436,ACC994109,195.17,payment,online,Sydney,pos,False,,,-1.99,2,0.69,UPI,198.101.143.129,D8838315
T105767,2023-01-04T07:03:18.033642,ACC401769,ACC412918,633.99,withdrawal,other,Sydney,mobile,False,,,0.24,13,0.42,UPI,152.147.59.25,D7332212
T105768,2023-02-14T15:51:55.981623,ACC148570,ACC637836,8.78,transfer,travel,Tokyo,web,False,,,1.54,18,0.49,ACH,221.231.106.154,D3302045
T105769,2023-08-02T10:14:35.579054,ACC633604,ACC422242,24.62,payment,travel,Tokyo,web,False,,,0.36,19,0.11,ACH,69.153.186.49,D5788682
T105770,2023-09-27T20:10:05.042847,ACC958753,ACC531326,66.54,transfer,utilities,Sydney,mobile,False,,,-0.46,13,0.5,ACH,111.54.216.231,D9936192
T105771,2023-10-27T11:46:50.049924,ACC129368,ACC421803,407.31,withdrawal,other,Sydney,atm,False,,,-0.43,3,0.75,ACH,228.186.132.69,D4762543
T105772,2023-08-01T02:07:03.304250,ACC638151,ACC109133,878.93,deposit,other,New York,atm,False,,,-0.93,3,0.12,ACH,232.21.233.40,D5401913
T105773,2023-07-21T15:52:16.606706,ACC828040,ACC806037,115.64,withdrawal,entertainment,London,mobile,False,,,-0.07,2,0.3,UPI,50.177.114.168,D1891837
T105774,2023-11-09T14:25:07.069428,ACC174127,ACC648606,1153.04,deposit,grocery,Dubai,pos,False,,,-0.42,15,0.1,wire_transfer,162.240.134.117,D4848349
T105775,2023-03-11T17:35:13.165378,ACC934405,ACC385728,932.62,deposit,travel,Tokyo,atm,False,,,-0.54,9,0.93,card,204.128.14.73,D3803388
T105776,2023-12-28T14:11:54.716802,ACC774777,ACC626171,295.4,withdrawal,retail,Tokyo,web,False,,,-0.1,6,0.53,card,157.115.144.97,D6875073
T105777,2023-07-24T02:37:19.603648,ACC989000,ACC241459,61.81,deposit,utilities,London,atm,False,,,-1.2,18,0.86,card,244.59.227.25,D9975298
T105778,2023-05-24T21:58:40.066081,ACC704749,ACC644560,34.81,transfer,grocery,London,pos,False,,,0.29,6,0.33,ACH,101.223.60.224,D6355156
T105779,2023-08-24T03:51:39.437808,ACC442509,ACC167869,40.93,payment,utilities,Sydney,web,False,,,0.59,5,0.74,UPI,216.52.150.112,D5419207
T105780,2023-07-09T16:48:30.463142,ACC272326,ACC128468,15.09,transfer,grocery,Singapore,mobile,False,,,-0.38,5,0.29,wire_transfer,139.249.147.108,D1907001
T105781,2023-01-08T11:15:51.350761,ACC932438,ACC888693,11.33,transfer,retail,Singapore,web,False,,,1.61,7,0.33,wire_transfer,91.130.158.128,D3523223
T105782,2023-08-02T23:16:22.067833,ACC456536,ACC792869,159.21,payment,other,Dubai,mobile,False,,,-0.95,2,0.21,ACH,70.85.85.188,D7475512
T105783,2023-02-17T18:54:35.718501,ACC521581,ACC848481,33.92,payment,other,Toronto,mobile,False,,,-0.37,13,0.72,UPI,208.116.0.124,D2279444
T105784,2023-07-01T00:57:03.153860,ACC221025,ACC956537,1389.91,deposit,online,Tokyo,atm,False,,,0.5,19,0.38,wire_transfer,226.221.20.1,D1127645
T105785,2023-08-18T19:20:29.699162,ACC834895,ACC659341,311.29,withdrawal,utilities,Dubai,pos,False,,,0.91,13,0.4,UPI,68.200.16.172,D6534080
T105786,2023-07-21T04:33:33.737523,ACC986321,ACC836713,361.7,withdrawal,other,London,mobile,False,,,-0.43,9,0.36,ACH,255.254.245.120,D5796030
T105787,2023-02-13T16:34:02.834971,ACC110488,ACC364568,41.53,payment,travel,Toronto,web,False,,,0.78,5,0.7,card,126.177.252.14,D5245512
T105788,2023-03-17T05:02:07.185215,ACC668130,ACC119604,20.39,transfer,online,New York,mobile,False,,,-0.52,7,0.2,UPI,138.189.128.21,D9096465
T105789,2023-02-10T05:02:41.385485,ACC585214,ACC443804,482.98,withdrawal,grocery,Singapore,pos,False,,,1.02,18,0.61,ACH,8.77.3.4,D6423734
